Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.)
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,94,148,21/3/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,94,148,21/3/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,96.2,148,21/3/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,95.8,148,21/3/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,96.6,148,21/3/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.7,148,21/3/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,94.1,148,21/3/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,94,148,21/3/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,94.8,148,21/3/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,94,148,21/3/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,94.2,148,21/3/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,94.3,148,21/3/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,94.3,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,18/12/2020,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/3/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,440,450,7.34E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,215","1,220",3.29E-04,87.4,93.5,148,25/4/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,96.3,148,28/5/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,109.6,148,1/7/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,109.6,148,1/7/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,109.6,148,1/7/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,109.6,148,1/7/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,109.6,148,1/7/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,109.6,148,1/7/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,109.6,148,1/7/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,109.6,148,1/7/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,109.6,148,1/7/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,109.6,148,1/7/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,109.6,148,1/7/2021,5
United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,Polar,0,"1,200","1,202",1.32E-04,87.4,109.6,148,1/7/2021,5
